bodyparts,forehead,forehead,forehead,trunk_base,trunk_base,trunk_base,trunk_01,trunk_01,trunk_01,trunk_02,trunk_02,trunk_02,trunk_03,trunk_03,trunk_03,trunk_04,trunk_04,trunk_04,trunk_nose,trunk_nose,trunk_nose,right_eartop,right_eartop,right_eartop,right_earmid,right_earmid,right_earmid,right_earbtm,right_earbtm,right_earbtm,right_tusk_end,right_tusk_end,right_tusk_end,left_eartop,left_eartop,left_eartop,left_earmid,left_earmid,left_earmid,left_earbtm,left_earbtm,left_earbtm,left_tusk_end,left_tusk_end,left_tusk_end,upper_jaw,upper_jaw,upper_jaw,lower_jaw,lower_jaw,lower_jaw,right_eye,right_eye,right_eye,left_eye,left_eye,left_eye,back_base,back_base,back_base,back_end,back_end,back_end,back_middle,back_middle,back_middle,tail_base,tail_base,tail_base,tail_end,tail_end,tail_end,front_left_thai,front_left_thai,front_left_thai,front_left_knee,front_left_knee,front_left_knee,front_left_paw,front_left_paw,front_left_paw,front_right_thai,front_right_thai,front_right_thai,front_right_knee,front_right_knee,front_right_knee,front_right_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_left_paw,back_left_thai,back_left_thai,back_left_thai,back_right_thai,back_right_thai,back_right_thai,back_left_knee,back_left_knee,back_left_knee,back_right_knee,back_right_knee,back_right_knee,back_right_paw,back_right_paw,back_right_paw,belly_bottom,belly_bottom,belly_bottom,body_middle_right,body_middle_right,body_middle_right,body_middle_left,body_middle_left,body_middle_left
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
102,,,,,,,,,,,,,,,,160.44502,-0.42867762,152.36557,,,,153.84329,-0.822896,145.18073,156.32965,-2.9271173,149.30215,,,,,,,,,,,,,155.08597,-3.4723964,150.5846,,,,,,,,,,,,,,,,150.63275,-3.257108,145.26312,148.39288,1.3511382,142.90173,-306.49854,-131.41933,-233.62903,148.39288,1.3511382,142.90173,146.08784,11.198052,143.35942,152.41,5.299715,150.75935,154.14812,10.179995,151.84618,154.69194,12.528289,151.66641,154.15541,6.1448016,149.5352,156.73233,10.387103,152.28043,157.79094,11.973417,153.80045,146.34573,14.531782,143.78638,147.39815,6.8685427,145.11543,149.19354,7.3940916,143.71213,146.55533,11.896218,144.19711,137.01672,12.068911,132.93747,142.33583,14.223748,138.4237,148.92523,7.5406995,145.06033,147.16843,1.8159415,139.00154,,,
103,,,,,,,,,,,,,,,,160.36444,-0.45793435,152.48087,,,,153.89072,-0.8958956,145.30605,156.40062,-2.9267724,149.40448,,,,,,,,,,,,,155.26314,-3.3564482,150.62207,,,,,,,,,,,,,,,,150.71933,-3.1823819,145.4697,148.3663,1.2115088,142.98022,56.454666,-44.267914,21.711458,148.3663,1.2115088,142.98022,146.29674,10.888395,143.6636,152.46973,5.3266125,150.86467,154.19148,10.296878,151.94537,154.73831,12.77412,151.76604,154.20654,6.2017865,149.69017,157.10938,10.350077,152.75432,158.22188,11.948306,154.18538,146.28387,14.45906,143.84142,147.36972,6.72359,145.10843,149.156,7.397324,143.76305,146.565,11.895782,144.20723,142.61584,11.941627,138.34187,141.6248,14.279332,137.7268,148.87355,7.5390787,145.12227,147.24791,1.763124,139.09933,,,
104,,,,159.30775,0.49420875,154.24855,,,,,,,,,,160.61424,-0.4671496,152.71864,,,,153.9118,-1.0462828,145.32578,156.56242,-2.8804665,149.65388,,,,,,,,,,,,,155.45438,-3.3219082,150.80719,,,,,,,,,,,,,,,,151.01166,-3.1428523,145.75166,148.45763,1.2705135,143.0682,57.337475,-41.68744,26.699488,148.45763,1.2705135,143.0682,146.29395,10.809024,143.65308,152.5496,5.3497944,150.90111,154.12025,10.297723,151.88269,154.8222,12.7971945,151.81187,154.687,6.260434,150.16222,157.24411,10.389259,152.8956,158.41023,12.075615,154.37581,146.33939,14.399986,143.93958,147.6794,6.7753277,145.2193,149.2279,7.3866725,143.86906,146.5985,11.963292,144.25745,140.64577,12.016983,136.43527,141.198,14.3333845,137.39491,148.9496,7.548577,145.19846,148.02707,1.8408386,139.80313,148.02707,1.8408386,139.80313
105,,,,159.48204,0.47682056,154.45973,,,,,,,,,,160.80876,-0.45501578,152.93623,,,,153.38988,-1.0754251,146.06952,156.70164,-2.8791456,149.7869,,,,,,,,,,,,,155.52988,-3.310923,151.03227,,,,158.8379,-3.0877886,152.91383,,,,,,,,,,151.04668,-3.1795282,145.8074,148.45023,1.2689307,143.09624,120.21798,-10.188897,115.02728,148.45023,1.2689307,143.09624,146.27571,10.8085375,143.67523,152.56311,5.3161473,150.96164,154.11562,10.280242,151.8788,154.81407,12.837318,151.84349,154.75432,6.2847524,150.25914,157.70511,10.368143,153.38399,158.58812,12.258908,154.5454,146.51256,14.390887,144.15985,147.84364,6.7404704,145.37488,149.22388,7.385796,143.89006,146.655,12.124586,144.44151,140.8379,11.765772,136.4911,141.20218,14.407606,137.4008,149.05038,7.681917,145.33047,148.29738,1.7575324,140.04974,,,
106,,,,,,,,,,,,,,,,160.81253,-0.50161386,152.94356,,,,153.48517,-1.0669225,146.25671,156.6424,-2.9482713,149.80052,,,,,,,,,,,,,155.59613,-3.3229764,151.09232,,,,158.99117,-3.1576674,153.09813,,,,,,,,,,151.72795,-3.0046422,146.52245,148.55766,1.2663686,143.2341,120.20638,-10.222486,115.036194,148.55766,1.2663686,143.2341,146.2719,10.79016,143.71877,152.64717,5.275366,151.06842,153.99916,10.281796,151.76366,154.78955,12.887939,151.87753,154.85396,6.0733414,150.34085,157.73686,10.33769,153.45328,159.118,12.248231,155.3775,146.48663,14.363103,144.1908,147.80519,6.487152,145.40337,149.31804,7.355534,144.05681,146.90506,12.122944,144.55566,141.61282,11.788635,137.26953,141.19116,14.4119425,137.41322,149.03105,7.6813293,145.3537,148.50064,1.6490626,140.2196,148.5009,1.647188,140.2193
107,,,,,,,,,,,,,,,,160.84674,-0.6617891,152.92152,,,,153.92679,-0.9991503,146.85674,156.68277,-2.8777843,149.90544,,,,159.79657,-0.9262269,154.3196,,,,,,,155.55498,-3.3636894,151.21214,,,,158.99597,-3.1435533,153.10254,,,,,,,,,,151.7466,-2.9853215,146.5386,148.67487,1.2919717,143.35773,128.74341,-7.956173,123.56517,148.67487,1.2919717,143.35773,146.35873,10.746021,143.7945,152.63399,5.2543416,151.05922,153.9849,10.338378,151.78233,154.84024,12.901173,151.9307,155.37787,6.039453,150.84161,158.10861,10.29613,153.82164,159.20598,12.261286,155.46567,146.23398,14.44207,144.20055,147.689,6.4648623,145.52481,149.4587,7.352663,144.19727,146.84566,12.132351,144.6345,141.62468,11.753865,137.25684,141.335,14.317362,137.51108,149.05537,7.6874614,145.379,148.60991,1.7401044,140.41592,,,
108,,,,,,,,,,,,,,,,160.89658,-0.58343637,152.96826,,,,154.4522,-0.59265894,147.34898,156.65427,-2.879655,149.94318,,,,,,,,,,,,,155.68681,-3.4549286,151.34125,,,,158.97762,-3.096442,153.24423,,,,,,,,,,151.09224,-3.0615697,145.86797,148.70352,1.2896525,143.3854,128.73108,-7.9520097,123.57595,148.70352,1.2896525,143.3854,146.76718,10.686478,143.99709,152.59805,5.1428976,151.00688,154.30078,10.346518,151.3689,154.6926,12.987186,151.78194,155.64651,5.9440694,151.06683,158.30878,10.268843,154.0174,159.23169,12.260669,155.49086,146.36464,14.447098,144.33258,147.81876,6.4686437,145.40842,149.51175,7.35295,144.17496,147.10991,12.081239,144.76492,140.8671,11.766432,136.46024,142.11137,14.260823,138.18729,149.3905,7.6685715,145.70724,149.22197,1.8062803,140.99352,,,
109,,,,,,,,,,,,,,,,161.05989,-0.62890863,153.2052,,,,154.65465,-0.54392034,147.56601,156.38863,-3.038626,149.69218,,,,,,,,,,,,,155.78447,-3.5252028,151.19447,,,,158.98051,-3.0870745,153.26869,,,,,,,,,,151.74583,-3.0034618,146.50027,148.68091,1.3681507,143.43967,132.46465,-6.7439466,127.39727,148.68091,1.3681507,143.43967,147.33124,10.213721,143.50256,152.6069,5.1008162,151.01613,154.30078,10.346518,151.3689,154.62624,12.98833,151.71652,155.61208,5.7861176,151.03421,158.60237,10.261198,154.38339,159.49525,12.251689,155.64287,146.4188,14.462403,144.27649,147.81122,6.37654,145.40149,149.55278,7.4817853,144.18742,147.20996,12.120705,144.64702,141.69275,11.785113,137.25507,142.35886,14.1999855,138.40598,149.57716,7.582931,145.86513,,,,,,
110,,,,160.30011,0.5369775,154.53992,,,,,,,,,,161.11656,-0.7303181,153.44984,,,,154.73042,-0.53186166,147.6158,156.38635,-3.022611,149.69518,,,,,,,,,,,,,156.20242,-3.5169525,151.48866,,,,,,,,,,,,,,,,151.79924,-3.1096556,146.2646,148.89482,1.352148,143.8011,132.88342,-6.593971,127.898674,148.89482,1.352148,143.8011,147.37279,10.307425,143.51277,153.23042,5.112683,151.24171,154.32532,10.3433695,151.48726,154.70775,12.954092,151.74957,156.16962,5.7768164,151.30501,158.80328,10.2306795,154.73373,159.83226,12.249236,155.67088,146.60326,14.552233,144.32141,148.08975,6.3701844,145.55266,149.81287,7.197744,144.2178,147.23848,12.119834,144.66325,142.12746,11.969782,137.66145,143.7448,14.088643,139.7536,150.11342,7.4912534,146.46355,,,,,,
111,,,,160.38893,0.5245158,154.62274,,,,,,,,,,161.17282,-0.7025431,153.64256,,,,155.13223,-0.53313094,147.9078,156.75569,-2.9936182,150.02087,,,,160.14209,-0.85586447,155.06944,,,,,,,156.53072,-3.4505532,151.82767,,,,,,,161.03487,-0.5513956,154.86299,,,,,,,152.14958,-3.0596857,146.60585,149.33096,1.2880453,144.33289,141.78104,-4.257122,136.5842,149.33096,1.2880453,144.33289,147.35771,10.30007,143.49394,153.2398,5.067682,151.22955,154.32524,10.270621,151.48763,154.71873,12.899181,151.74753,,,,158.89929,10.162459,154.80565,159.92012,12.303871,155.76025,146.71623,14.614974,144.38165,148.12971,6.3631177,145.59087,149.8489,7.046574,144.2426,147.4642,12.451415,144.9081,142.89278,11.965026,138.38371,143.74477,14.088398,139.75359,150.02588,7.3621616,146.51874,,,,,,
112,,,,,,,,,,,,,,,,161.40265,-0.6004661,154.03291,,,,155.60603,-0.43061405,147.57411,157.25812,-2.989959,150.50159,,,,,,,,,,,,,156.68573,-3.396645,151.98204,,,,,,,,,,,,,,,,152.53773,-3.0222983,146.97961,149.30464,1.2775339,144.3681,145.4734,-3.2559395,140.22713,149.30464,1.2775339,144.3681,147.39525,10.32811,143.49481,153.35045,5.0722594,151.27579,154.33728,10.295426,151.486,154.6225,12.653109,151.7352,156.27664,5.7282467,151.39693,158.96666,10.124676,154.84941,159.97545,12.302484,155.81433,146.76494,14.700002,144.42513,148.62044,6.325404,146.07301,149.90216,6.932333,144.26591,147.46489,12.577707,144.92471,142.97539,12.031419,138.38167,143.73454,14.01257,139.74533,150.03911,7.346188,146.64955,,,,,,
113,,,,,,,,,,,,,,,,161.62653,-0.6334756,154.26578,,,,156.12636,-0.4222366,147.81317,157.40869,-2.9427898,150.55609,,,,,,,,,,,,,156.64943,-3.3684914,152.03073,,,,,,,,,,,,,,,,153.05177,-3.0300174,147.53804,149.31355,1.2040128,144.434,146.19185,-3.0558145,141.00687,149.31355,1.2040128,144.434,147.4352,10.470911,143.51106,153.32289,5.070858,151.31152,154.51039,10.293046,151.65643,154.63129,12.566707,151.72362,156.3847,5.5712943,151.54694,159.3566,10.130599,154.80016,159.99507,12.34113,155.91502,146.98657,14.617609,144.62698,148.64575,6.28426,146.12141,150.07176,6.8328385,144.50217,147.48604,12.536719,144.98053,143.00148,12.080053,138.40685,143.0305,13.937943,139.1305,150.65433,7.445855,147.34334,,,,,,
114,,,,,,,,,,,,,,,,161.6064,-0.54808724,154.34412,,,,156.44682,-0.35133517,147.83571,157.58199,-2.9426577,150.72182,,,,,,,,,,,,,156.61897,-3.2410889,152.38899,,,,159.95363,-2.8739026,154.1344,,,,,,,,,,153.2662,-3.0266063,147.77339,149.2978,1.1971437,144.45073,147.00919,-2.6874266,141.84065,149.2978,1.1971437,144.45073,147.4845,10.515826,143.47963,153.52199,5.128105,151.45892,154.7436,10.514459,151.69197,154.61574,12.44578,151.72583,156.59796,5.4337,151.71303,159.37521,10.191615,154.8204,160.08171,12.391218,155.99142,147.01,14.528182,144.6371,148.90593,6.1260724,146.40343,150.15216,6.673217,144.55814,,,,143.05113,12.1449175,138.43231,142.01994,13.942225,138.13008,150.64407,7.6314597,147.38316,,,,,,
115,,,,,,,,,,,,,,,,161.84718,-0.48134482,154.62534,,,,157.06235,-0.20371717,148.0701,158.04369,-2.86228,151.05219,,,,,,,,,,,,,156.60646,-3.1139681,152.50204,,,,,,,,,,,,,,,,153.49496,-2.9847476,147.98158,149.63521,0.9963001,144.78726,148.17601,-2.24938,143.00308,149.63521,0.9963001,144.78726,147.71185,10.607603,143.67531,153.68646,5.110756,151.54524,154.82887,10.534489,151.6145,154.5551,12.401778,151.66768,156.8935,5.4160256,151.98788,159.58128,10.21214,154.99715,160.1502,12.436846,156.05663,147.32277,14.517458,144.9472,148.95032,5.936788,146.46614,150.26933,6.6581955,144.66165,,,,143.02104,12.080442,138.38554,142.14381,13.855507,138.0089,150.79024,7.6437488,147.52599,,,,,,
116,,,,,,,,,,,,,,,,161.83365,-0.4579281,154.7185,,,,157.13332,-0.092667684,148.1152,158.37381,-2.8251653,151.22418,,,,,,,,,,,,,156.63344,-3.0688639,152.5214,,,,160.15105,-2.7753253,154.3733,,,,,,,,,,153.40149,-3.1016238,147.99811,149.67004,1.0453677,144.9483,148.95358,-2.0273812,143.86734,149.67004,1.0453677,144.9483,147.80215,10.640759,143.76149,153.70813,5.132595,151.51698,154.83118,10.613788,151.62808,154.56279,12.445702,151.68065,157.45076,5.4180565,152.0644,159.65042,10.271102,155.10544,160.27081,12.427401,156.04578,147.85117,14.321538,145.3439,148.99908,5.928313,146.61288,150.27888,6.6484437,144.66016,148.23409,12.42363,145.82457,143.559,11.862809,138.75233,142.21823,14.077457,137.9364,151.06091,7.6476903,147.67307,,,,,,
117,,,,,,,,,,,,,,,,161.95454,-0.43844265,154.88857,,,,157.5562,-0.12423061,148.37512,158.49193,-2.72439,151.33566,,,,,,,,,,,,,157.0923,-3.0738287,153.03384,,,,160.32779,-2.766728,154.67505,,,,,,,,,,153.75595,-3.088751,148.35422,149.79956,1.0913723,145.10477,149.52568,-1.9432952,144.43304,149.79956,1.0913723,145.10477,147.77637,10.777204,143.82318,153.67148,5.047317,151.53108,155.01717,10.755155,151.80544,154.56273,12.446424,151.68076,157.52356,5.383777,152.06955,159.92778,10.362651,155.34352,160.28882,12.46132,156.06215,148.02419,14.21432,145.51572,149.33736,5.870714,146.99548,150.43407,6.6005816,144.79977,,,,143.86682,11.794352,138.98903,143.67163,14.016106,139.34964,151.21783,7.7076426,147.7522,,,,,,
118,,,,,,,,,,,,,,,,162.03207,-0.44427353,155.01562,,,,157.74713,-0.3031545,148.35094,158.5425,-2.7296996,151.52228,,,,,,,,,,,,,157.20667,-3.0670784,153.14514,,,,160.56143,-2.750259,154.92014,,,,,,,,,,154.31865,-3.0390546,148.97069,149.7889,1.0589331,145.16422,149.92691,-1.8579353,144.89076,149.7889,1.0589331,145.16422,147.91827,11.630571,144.13538,154.21495,4.950058,152.05875,155.00925,10.828695,151.81593,154.68695,12.380259,151.51747,157.60242,5.3021994,152.08041,160.20667,10.754515,155.61444,160.30641,12.440247,156.06065,148.03056,14.192385,145.51682,78.95723,-5.553556,76.98117,150.50656,6.536232,144.76112,,,,144.85895,11.673799,139.92773,143.67496,13.987476,139.346,151.4091,7.7090564,147.93466,,,,,,
119,,,,,,,,,,,,,,,,162.41135,-0.4385235,155.38484,,,,158.0799,-0.3063315,148.5532,158.52412,-2.7520962,151.59924,,,,,,,,,,,,,157.17036,-3.2457273,153.24081,,,,160.60208,-2.718685,155.1055,,,,,,,,,,154.50073,-2.9822726,149.21744,149.87036,1.0659056,145.48872,150.05879,-1.8252676,145.26205,149.87036,1.0659056,145.48872,147.95172,11.6784,144.16457,,,,155.09204,10.77185,152.08739,154.88568,12.584394,151.70029,158.36137,3.8162138,151.24086,,,,,,,,,,90.42324,-3.862289,88.6422,150.83972,6.4927387,144.7307,145.48383,11.3273115,143.06744,145.44759,11.934057,140.48633,143.67836,13.885737,139.33917,151.8608,7.8143177,148.36069,,,,,,
120,,,,,,,,,,,,,,,,162.50134,-0.40340412,155.44905,,,,158.94034,-0.19086273,148.92915,159.3223,-2.764505,152.47903,,,,,,,,,,,,,157.15437,-3.5965996,153.21724,,,,160.80978,-2.7754698,155.4398,,,,,,,,,,154.70525,-3.0303144,149.58112,149.81677,1.0420475,145.5663,149.99911,-1.8666811,145.33432,149.81024,1.0909042,145.57419,147.97192,11.783618,144.17635,,,,155.1193,10.757362,152.11067,154.79646,12.705301,151.88068,158.4746,3.8132713,151.3492,160.22108,10.751074,155.76608,160.26823,12.31463,156.25455,,,,118.04971,0.39305013,116.36637,150.89954,6.489806,144.77243,,,,145.5519,11.882512,140.56761,143.982,13.685371,139.56276,151.91464,7.810346,148.4123,,,,,,
121,,,,161.5917,0.7114192,156.0927,,,,,,,,,,162.6332,-0.23366904,155.63533,,,,159.1968,-0.19508737,148.75279,159.28392,-2.768999,152.58437,,,,161.81267,-0.58037186,156.87105,,,,,,,157.19887,-3.6305501,153.25499,,,,160.82076,-2.7864242,155.4898,162.4634,-0.36412644,156.87291,,,,,,,155.08997,-2.9775813,149.98369,149.80644,1.2062471,145.69096,150.37074,-1.7514365,145.81529,149.78627,1.3582656,145.71542,148.2693,11.768788,144.46904,154.71097,4.9352355,152.68416,155.24097,10.6746435,152.21112,154.80415,12.535724,151.87949,158.5494,3.811294,151.42075,160.28636,10.591329,155.67024,160.30203,12.214289,156.26042,146.88068,13.62227,144.27823,130.17047,2.3966777,128.48892,-52.996937,-17.706831,-45.99593,,,,146.41002,11.439265,141.3823,144.84995,13.420422,140.4007,151.99681,7.8211155,148.73578,,,,,,
122,,,,161.62521,0.7263353,156.09198,,,,,,,,,,162.6795,-0.20805977,155.68909,,,,159.51091,-0.30812562,149.04823,159.63153,-2.813566,152.90526,,,,161.77151,-0.51453906,156.89426,,,,,,,157.56644,-3.6342344,153.61328,,,,161.0868,-2.7961853,155.74713,162.67131,-0.38973063,157.07799,,,,,,,155.0496,-3.01773,150.20644,149.884,1.2668787,145.81152,150.71262,-1.7559687,146.13394,149.88396,1.2671167,145.81155,148.4752,11.758519,144.6717,154.87955,5.048396,152.80617,155.4674,10.569376,152.43466,154.94775,12.481654,152.00832,159.60587,4.9169602,152.73021,160.3481,10.506349,155.58105,160.62048,12.146974,156.55797,147.57056,13.549473,144.94765,132.32489,2.5420308,130.61826,128.19781,3.4968145,122.99771,,,,146.72133,11.482962,141.66565,143.58652,13.413101,139.15022,152.21954,7.884105,148.93666,,,,,,
123,,,,161.86906,0.6973335,156.36118,,,,,,,,,,162.66678,-0.30518624,155.67987,,,,159.93431,-0.23945208,149.42346,159.63376,-2.8982577,152.89674,,,,162.05896,-0.43658042,157.17067,,,,,,,157.58192,-3.6960766,153.87111,,,,161.1563,-2.814287,155.7752,162.7438,-0.41301835,157.14868,163.59555,1.2793822,158.32587,,,,155.03322,-3.0093656,150.20184,149.99692,1.1007972,145.86269,150.86295,-1.7762213,146.30632,149.97025,1.302156,145.89513,148.49559,11.902376,145.08519,154.97577,4.674147,152.76721,155.41325,10.292011,152.53252,154.91666,12.267606,151.96434,159.64172,5.015206,152.76736,,,,,,,147.80168,13.493482,145.17397,137.78728,3.5131433,136.0243,139.83693,5.2382326,134.1427,,,,146.68045,11.382378,141.63113,143.82718,13.400876,139.3853,152.39507,7.8714,149.10541,,,,,,
124,,,,161.95125,0.62995934,156.44304,,,,,,,,,,162.6961,-0.3592675,155.69934,,,,160.08212,-0.2682072,149.55347,159.75462,-2.8751006,153.01212,,,,162.34908,-0.45106247,157.45247,,,,,,,157.67743,-3.682354,153.99841,,,,161.19707,-2.8692896,155.80518,162.75897,-0.44166636,157.15396,163.60841,1.2516143,158.32903,,,,155.21632,-3.0554442,150.36827,150.124,1.2859194,146.04184,151.0254,-1.9673784,146.46646,150.12265,1.2961375,146.04346,148.678,11.758806,145.28217,155.07294,4.6559277,152.90382,155.48915,10.243373,152.61537,154.91731,12.261551,151.96346,159.76273,5.010517,152.91377,,,,,,,147.94223,13.2857275,145.30643,144.07767,4.4602313,142.23964,142.84001,5.604605,137.02455,,,,146.36444,11.261036,141.3287,144.83615,13.273145,140.37851,152.61082,7.814477,149.31332,,,,,,
125,,,,,,,,,,,,,,,,162.63797,-0.40551153,156.22234,,,,160.13918,-0.29497313,149.58589,160.01457,-2.934328,153.21663,,,,162.22998,-0.51214683,157.90654,,,,,,,157.65044,-3.7087078,154.01628,,,,161.3881,-2.8990476,155.94983,,,,,,,,,,155.22234,-3.0782106,150.33643,150.30183,1.2677025,146.17833,151.2581,-2.0391774,146.89204,150.30183,1.2677025,146.17833,148.84189,11.562534,145.45499,154.95444,4.5437627,153.65248,,,,154.91196,11.852659,152.10155,159.49783,4.9209933,153.23344,,,,,,,147.87375,13.128118,145.47368,145.67314,4.896537,143.73306,142.82669,5.604037,137.03891,148.84233,10.752703,146.21101,145.88737,11.199226,141.38011,144.82146,13.226322,140.87846,152.84998,7.7398434,149.51448,,,,,,
126,,,,,,,,,,,,,,,,162.92082,-0.45793056,156.52267,,,,160.34698,-0.3165841,149.73932,160.24086,-2.944627,153.42223,,,,162.37863,-0.53899306,158.0891,,,,,,,157.71495,-3.740526,154.29254,,,,161.44527,-2.905622,156.00389,,,,,,,,,,155.50694,-3.118163,150.6019,150.37819,1.2502748,146.25279,151.2558,-2.0624146,146.92583,150.37819,1.2502748,146.25279,148.8872,11.553735,145.50002,,,,,,,155.148,11.8412285,152.3701,,,,,,,,,,149.18326,13.0965605,147.05054,146.22981,5.157071,144.33252,142.53046,5.5720644,137.26492,150.05988,10.642637,147.41508,145.74731,10.945191,141.28024,143.53934,13.306888,139.6561,152.91129,7.795063,149.56679,,,,,,
127,,,,,,,,,,,,,,,,162.97968,-0.4612516,156.58817,,,,160.62523,-0.30416444,149.99895,160.29054,-2.9460528,153.4698,,,,162.4432,-0.5298476,158.15616,,,,,,,158.00395,-3.7222586,154.57503,,,,161.71275,-2.9145956,156.26144,,,,,,,,,,155.63011,-3.1018133,150.72101,150.50648,1.2512699,146.37756,151.26501,-2.2581325,146.9391,150.50648,1.2512699,146.37756,149.03888,11.533238,145.65013,154.76378,4.5307326,153.4917,,,,155.24333,11.83918,152.47018,159.43246,5.0067186,153.26077,,,,,,,150.51329,13.080821,148.40825,146.36826,5.1696415,144.46912,143.05304,5.6365414,137.7847,150.41045,10.633886,147.7608,145.73538,10.93612,141.27693,144.8028,13.252322,140.89949,153.19513,7.7595425,149.84627,,,,,,
128,,,,,,,,,,,,,,,,163.07706,-0.4836231,156.68236,,,,160.79604,-0.32684004,150.15883,160.44914,-3.0031748,153.62245,,,,162.57533,-0.81935644,158.20137,,,,,,,158.09032,-3.7238731,154.6595,,,,161.88467,-2.9429336,156.42056,,,,,,,,,,155.82822,-3.0756009,150.91377,150.64693,1.228691,146.5144,151.66225,-2.0475953,147.32129,150.64638,1.2286613,146.51505,149.1711,11.513665,145.78957,,,,,,,155.39635,11.809584,152.63594,,,,,,,,,,150.7269,13.05364,148.628,146.45929,4.990523,144.52596,144.31633,5.7494507,139.0174,151.06639,10.603208,148.42064,145.7001,10.89936,141.25116,144.80096,13.244991,140.89806,153.29102,7.6657915,149.92868,,,,,,
129,,,,,,,,,,,,,,,,163.46367,-0.51189613,157.09067,,,,161.13054,-0.39064935,150.49162,160.47237,-3.0148354,153.67905,,,,,,,,,,,,,158.24109,-3.778955,154.62756,,,,161.96075,-3.254109,156.45078,,,,,,,,,,155.80177,-3.1002316,150.92644,150.83188,0.9357721,146.58904,151.78499,-2.3374743,147.40039,150.81409,0.93478054,146.61093,149.2723,11.485865,145.89052,,,,156.33485,9.7851515,153.4529,155.49911,11.791747,152.77353,,,,,,,,,,151.45998,13.047666,149.31213,146.7556,4.9209924,144.84056,144.19385,5.673185,138.93016,151.33282,10.594775,148.7179,145.68127,10.892543,141.26521,145.16487,13.07308,141.26677,153.37451,7.6335874,150.03828,,,,,,
130,,,,,,,,,,,,,,,,163.44852,-0.51309806,157.12111,,,,161.31268,-0.44467297,150.72327,160.82973,-3.0277932,154.06686,,,,,,,,,,,,,158.24901,-3.842841,154.63591,,,,162.20107,-3.270005,156.72263,,,,,,,,,,155.98029,-3.0541193,151.13692,151.4692,0.850156,146.70798,152.03575,-2.2654896,147.67645,151.22697,0.83649147,147.00786,149.30731,11.422975,145.92847,155.43208,4.4739814,153.29335,,,,156.01161,11.78031,153.315,,,,,,,,,,152.10352,13.028788,149.77702,148.12323,5.059219,146.22864,144.5913,5.6778955,139.3553,151.88855,10.5615425,149.30124,145.64447,10.860344,141.27081,145.14926,13.045949,141.28392,153.77156,7.6240296,150.4624,,,,,,
131,,,,,,,,,,,,,,,,163.71135,-0.49112824,157.37311,,,,161.445,-0.5431995,150.86778,161.01292,-3.0833516,154.27739,,,,,,,,,,,,,158.36911,-3.892015,154.75368,,,,162.25331,-3.33318,156.81303,,,,,,,,,,155.96368,-3.055232,151.15892,151.47041,0.84080744,146.70645,152.4139,-2.301982,148.08025,151.4692,0.850156,146.70798,149.50148,11.397579,145.90485,,,,,,,156.11359,11.730432,153.7775,,,,,,,,,,152.09091,12.934754,149.76085,148.38705,5.4331136,146.51497,145.21915,5.5756826,139.98747,151.87256,10.5211935,149.31493,145.63202,10.837487,141.28496,145.85509,13.002662,142.01486,153.79436,7.5781307,150.51709,,,,,,
132,,,,,,,,,,,,,,,,163.85667,-0.5345586,157.51404,,,,161.49756,-0.59964675,150.95901,161.24005,-3.0910134,154.49506,,,,,,,,,,,,,158.47896,-3.8941493,154.86101,,,,162.36258,-3.3380907,156.91995,,,,,,,,,,156.09312,-3.1246567,151.28503,151.47041,0.84080744,146.70645,152.4418,-2.3003652,148.10733,151.4692,0.850156,146.70798,149.51723,11.396829,145.92035,,,,,,,156.66728,11.545719,154.68588,,,,,,,,,,152.52168,12.93117,150.18648,149.00655,5.5932255,147.14534,145.21915,5.5756826,139.98747,152.29607,10.4723,149.73409,145.70403,10.861136,141.36186,144.97472,13.025103,141.47197,153.79105,7.5612397,150.51447,,,,,,
133,,,,,,,,,,,,,,,,163.98274,-0.5906021,157.3655,,,,161.61537,-0.60288763,151.06918,161.27931,-3.1523921,154.53346,,,,,,,,,,,,,158.60066,-3.880456,154.9805,,,,162.45767,-3.301463,157.01125,,,,,,,,,,156.29689,-3.1798015,151.48422,151.45334,0.89656043,146.68924,152.40912,-2.2824934,148.11382,151.43207,1.0580788,146.71556,114.38453,12.514325,111.29117,,,,,,,156.87227,11.532947,154.9304,,,,,,,,,,152.9383,12.924877,150.60342,149.10739,5.547271,147.25835,146.00717,5.6879907,140.74263,152.33661,10.465113,149.77824,146.19803,10.859171,141.8409,145.75253,13.013481,142.26723,154.1273,7.5003505,150.84596,,,,,,
